Part_Number,Year,Month,Raw_Forecast_Demand
SC-SUS-0003,2022,9,40
SC-SUS-0003,2022,10,53
SC-SUS-0003,2022,11,83
SC-SUS-0003,2022,12,70
SC-SUS-0003,2023,1,58
SC-SUS-0003,2023,2,66
SC-SUS-0003,2023,3,32
SC-SUS-0003,2023,4,24
SC-SUS-0003,2023,5,84
SC-SUS-0003,2023,6,59
SC-SUS-0003,2023,7,51
SC-SUS-0003,2023,8,83
SC-SUS-0003,2023,9,57
SC-SUS-0003,2023,10,40
SC-SUS-0003,2023,11,75
SC-SUS-0003,2023,12,87
SC-SUS-0003,2024,1,77
SC-SUS-0003,2024,2,80
SC-SUS-0003,2024,3,27
SC-SUS-0003,2024,4,0
SC-SUS-0003,2024,5,148
SC-SUS-0003,2024,6,50
SC-SUS-0003,2024,7,126
SC-SUS-0003,2024,8,33
SC-SUS-0003,2024,9,62
SC-SUS-0003,2024,10,84
SC-SUS-0003,2024,11,68
SC-SUS-0003,2024,12,76
SC-TWA-0001,2020,1,341
SC-TWA-0001,2020,2,348
SC-TWA-0001,2020,3,236
SC-TWA-0001,2020,4,423
SC-TWA-0001,2020,5,304
SC-TWA-0001,2020,6,412
SC-TWA-0001,2020,7,264
SC-TWA-0001,2020,8,726
SC-TWA-0001,2020,9,439
SC-TWA-0001,2020,10,500
SC-TWA-0001,2020,11,534
SC-TWA-0001,2020,12,962
SC-TWA-0001,2021,1,463
SC-TWA-0001,2021,2,477
SC-TWA-0001,2021,3,446
SC-TWA-0001,2021,4,184
SC-TWA-0001,2021,5,486
SC-TWA-0001,2021,6,348
SC-TWA-0001,2021,7,384
SC-TWA-0001,2021,8,427
SC-TWA-0001,2021,9,671
SC-TWA-0001,2021,10,246
SC-TWA-0001,2021,11,461
SC-TWA-0001,2021,12,618
SC-TWA-0001,2022,1,517
SC-TWA-0001,2022,2,627
SC-TWA-0001,2022,3,259
SC-TWA-0001,2022,4,676
SC-TWA-0001,2022,5,394
SC-TWA-0001,2022,6,567
SC-TWA-0001,2022,7,487
SC-TWA-0001,2022,8,666
SC-TWA-0001,2022,9,489
SC-TWA-0001,2022,10,200
SC-TWA-0001,2022,11,602
SC-TWA-0001,2022,12,332
SC-TWA-0001,2023,1,619
SC-TWA-0001,2023,2,364
SC-TWA-0001,2023,3,405
SC-TWA-0001,2023,4,403
SC-TWA-0001,2023,5,526
SC-TWA-0001,2023,6,386
SC-TWA-0001,2023,7,485
SC-TWA-0001,2023,8,637
SC-TWA-0001,2023,9,647
SC-TWA-0001,2023,10,568
SC-TWA-0001,2023,11,658
SC-TWA-0001,2023,12,533
SC-TWA-0001,2024,1,593
SC-TWA-0001,2024,2,459
SC-TWA-0001,2024,3,692
SC-TWA-0001,2024,4,585
SC-TWA-0001,2024,5,413
SC-TWA-0001,2024,6,453
SC-TWA-0001,2024,7,539
SC-TWA-0001,2024,8,812
SC-TWA-0001,2024,9,545
SC-TWA-0001,2024,10,482
SC-TWA-0001,2024,11,489
SC-TWA-0001,2024,12,552
SC-FLT-0003,2020,1,86
SC-FLT-0003,2020,2,86
SC-FLT-0003,2020,3,358
SC-FLT-0003,2020,4,177
SC-FLT-0003,2020,5,230
SC-FLT-0003,2020,6,166
SC-FLT-0003,2020,7,314
SC-FLT-0003,2020,8,595
SC-FLT-0003,2020,9,664
SC-FLT-0003,2020,10,631
SC-FLT-0003,2020,11,340
SC-FLT-0003,2020,12,358
SC-FLT-0003,2021,1,331
SC-FLT-0003,2021,2,489
SC-FLT-0003,2021,3,299
SC-FLT-0003,2021,4,331
SC-FLT-0003,2021,5,485
SC-FLT-0003,2021,6,401
SC-FLT-0003,2021,7,574
SC-FLT-0003,2021,8,56
SC-FLT-0003,2021,9,378
SC-FLT-0003,2021,10,285
SC-FLT-0003,2021,11,394
SC-FLT-0003,2021,12,377
SC-FLT-0003,2022,1,416
SC-FLT-0003,2022,2,613
SC-FLT-0003,2022,3,392
SC-FLT-0003,2022,4,231
SC-FLT-0003,2022,5,602
SC-FLT-0003,2022,6,296
SC-FLT-0003,2022,7,413
SC-FLT-0003,2022,8,613
SC-FLT-0003,2022,9,764
SC-FLT-0003,2022,10,625
SC-FLT-0003,2022,11,522
SC-FLT-0003,2022,12,500
SC-FLT-0003,2023,1,386
SC-FLT-0003,2023,2,336
SC-FLT-0003,2023,3,519
SC-FLT-0003,2023,4,804
SC-FLT-0003,2023,5,335
SC-FLT-0003,2023,6,484
SC-FLT-0003,2023,7,808
SC-FLT-0003,2023,8,536
SC-FLT-0003,2023,9,560
SC-FLT-0003,2023,10,324
SC-FLT-0003,2023,11,303
SC-FLT-0003,2023,12,560
SC-FLT-0003,2024,1,166
SC-FLT-0003,2024,2,504
SC-FLT-0003,2024,3,597
SC-FLT-0003,2024,4,330
SC-FLT-0003,2024,5,546
SC-FLT-0003,2024,6,473
SC-FLT-0003,2024,7,684
SC-FLT-0003,2024,8,967
SC-FLT-0003,2024,9,529
SC-FLT-0003,2024,10,398
SC-FLT-0003,2024,11,594
SC-FLT-0003,2024,12,698
SC-ENG-0003,2020,1,8
SC-ENG-0003,2020,2,6
SC-ENG-0003,2020,3,3
SC-ENG-0003,2020,4,5
SC-ENG-0003,2020,5,12
SC-ENG-0003,2020,6,17
SC-ENG-0003,2020,7,22
SC-ENG-0003,2020,8,4
SC-ENG-0003,2020,9,7
SC-ENG-0003,2020,10,12
SC-ENG-0003,2020,11,26
SC-ENG-0003,2020,12,15
SC-ENG-0003,2021,1,13
SC-ENG-0003,2021,2,28
SC-ENG-0003,2021,3,28
SC-ENG-0003,2021,4,18
SC-ENG-0003,2021,5,10
SC-ENG-0003,2021,6,6
SC-ENG-0003,2021,7,23
SC-ENG-0003,2021,8,18
SC-ENG-0003,2021,9,15
SC-ENG-0003,2021,10,16
SC-ENG-0003,2021,11,17
SC-ENG-0003,2021,12,0
SC-ENG-0003,2022,1,16
SC-ENG-0003,2022,2,6
SC-ENG-0003,2022,3,17
SC-ENG-0003,2022,4,5
SC-ENG-0003,2022,5,10
SC-ENG-0003,2022,6,21
SC-ENG-0003,2022,7,18
SC-ENG-0003,2022,8,21
SC-ENG-0003,2022,9,6
SC-ENG-0003,2022,10,17
SC-ENG-0003,2022,11,16
SC-ENG-0003,2022,12,10
SC-ENG-0003,2023,1,27
SC-ENG-0003,2023,2,8
SC-ENG-0003,2023,3,1
SC-ENG-0003,2023,4,15
SC-ENG-0003,2023,5,16
SC-ENG-0003,2023,6,14
SC-ENG-0003,2023,7,30
SC-ENG-0003,2023,8,28
SC-ENG-0003,2023,9,6
SC-ENG-0003,2023,10,7
SC-ENG-0003,2023,11,14
SC-ENG-0003,2023,12,21
SC-ENG-0003,2024,1,32
SC-ENG-0003,2024,2,12
SC-ENG-0003,2024,3,8
SC-ENG-0003,2024,4,23
SC-ENG-0003,2024,5,3
SC-ENG-0003,2024,6,19
SC-ENG-0003,2024,7,9
SC-ENG-0003,2024,8,19
SC-ENG-0003,2024,9,30
SC-ENG-0003,2024,10,29
SC-ENG-0003,2024,11,20
SC-ENG-0003,2024,12,5
SC-SUS-0004,2020,1,1058
SC-SUS-0004,2020,2,942
SC-SUS-0004,2020,3,976
SC-SUS-0004,2020,4,1114
SC-SUS-0004,2020,5,1068
SC-SUS-0004,2020,6,909
SC-SUS-0004,2020,7,889
SC-SUS-0004,2020,8,1249
SC-SUS-0004,2020,9,1182
SC-SUS-0004,2020,10,1225
SC-SUS-0004,2020,11,1294
SC-SUS-0004,2020,12,1347
SC-SUS-0004,2021,1,1567
SC-SUS-0004,2021,2,982
SC-SUS-0004,2021,3,811
SC-SUS-0004,2021,4,913
SC-SUS-0004,2021,5,1714
SC-SUS-0004,2021,6,944
SC-SUS-0004,2021,7,1399
SC-SUS-0004,2021,8,1304
SC-SUS-0004,2021,9,1581
SC-SUS-0004,2021,10,1748
SC-SUS-0004,2021,11,1419
SC-SUS-0004,2021,12,1241
SC-SUS-0004,2022,1,1632
SC-SUS-0004,2022,2,1729
SC-SUS-0004,2022,3,1334
SC-SUS-0004,2022,4,920
SC-SUS-0004,2022,5,2208
SC-SUS-0004,2022,6,1467
SC-SUS-0004,2022,7,958
SC-SUS-0004,2022,8,1460
SC-SUS-0004,2022,9,1411
SC-SUS-0004,2022,10,1770
SC-SUS-0004,2022,11,1410
SC-SUS-0004,2022,12,2117
SC-SUS-0004,2023,1,1453
SC-SUS-0004,2023,2,1938
SC-SUS-0004,2023,3,1510
SC-SUS-0004,2023,4,1649
SC-SUS-0004,2023,5,1415
SC-SUS-0004,2023,6,1880
SC-SUS-0004,2023,7,2746
SC-SUS-0004,2023,8,2060
SC-SUS-0004,2023,9,1516
SC-SUS-0004,2023,10,1952
SC-SUS-0004,2023,11,1479
SC-SUS-0004,2023,12,1815
SC-SUS-0004,2024,1,2196
SC-SUS-0004,2024,2,1990
SC-SUS-0004,2024,3,2010
SC-SUS-0004,2024,4,1289
SC-SUS-0004,2024,5,1207
SC-SUS-0004,2024,6,1194
SC-SUS-0004,2024,7,1514
SC-SUS-0004,2024,8,1921
SC-SUS-0004,2024,9,3184
SC-SUS-0004,2024,10,3167
SC-SUS-0004,2024,11,2186
SC-SUS-0004,2024,12,2383
SC-FLT-0004,2020,1,31
SC-FLT-0004,2020,2,15
SC-FLT-0004,2020,3,44
SC-FLT-0004,2020,4,10
SC-FLT-0004,2020,5,15
SC-FLT-0004,2020,6,24
SC-FLT-0004,2020,7,9
SC-FLT-0004,2020,8,32
SC-FLT-0004,2020,9,56
SC-FLT-0004,2020,10,17
SC-FLT-0004,2020,11,62
SC-FLT-0004,2020,12,74
SC-FLT-0004,2021,1,77
SC-FLT-0004,2021,2,77
SC-FLT-0004,2021,3,37
SC-FLT-0004,2021,4,77
SC-FLT-0004,2021,5,54
SC-FLT-0004,2021,6,21
SC-FLT-0004,2021,7,31
SC-FLT-0004,2021,8,52
SC-FLT-0004,2021,9,103
SC-FLT-0004,2021,10,20
SC-FLT-0004,2021,11,43
SC-FLT-0004,2021,12,79
SC-FLT-0004,2022,1,21
SC-FLT-0004,2022,2,44
SC-FLT-0004,2022,3,35
SC-FLT-0004,2022,4,46
SC-FLT-0004,2022,5,61
SC-FLT-0004,2022,6,37
SC-FLT-0004,2022,7,57
SC-FLT-0004,2022,8,37
SC-FLT-0004,2022,9,48
SC-FLT-0004,2022,10,67
SC-FLT-0004,2022,11,13
SC-FLT-0004,2022,12,37
SC-FLT-0004,2023,1,92
SC-FLT-0004,2023,2,40
SC-FLT-0004,2023,3,38
SC-FLT-0004,2023,4,56
SC-FLT-0004,2023,5,72
SC-FLT-0004,2023,6,82
SC-FLT-0004,2023,7,30
SC-FLT-0004,2023,8,32
SC-FLT-0004,2023,9,0
SC-FLT-0004,2023,10,0
SC-FLT-0004,2023,11,72
SC-FLT-0004,2023,12,28
SC-FLT-0004,2024,1,12
SC-FLT-0004,2024,2,68
SC-FLT-0004,2024,3,26
SC-FLT-0004,2024,4,59
SC-FLT-0004,2024,5,37
SC-FLT-0004,2024,6,26
SC-FLT-0004,2024,7,52
SC-FLT-0004,2024,8,80
SC-FLT-0004,2024,9,52
SC-FLT-0004,2024,10,46
SC-FLT-0004,2024,11,60
SC-FLT-0004,2024,12,2
SC-HYD-0004,2020,1,842
SC-HYD-0004,2020,2,759
SC-HYD-0004,2020,3,857
SC-HYD-0004,2020,4,1229
SC-HYD-0004,2020,5,1196
SC-HYD-0004,2020,6,1487
SC-HYD-0004,2020,7,1315
SC-HYD-0004,2020,8,1570
SC-HYD-0004,2020,9,1784
SC-HYD-0004,2020,10,1114
SC-HYD-0004,2020,11,1634
SC-HYD-0004,2020,12,1840
SC-HYD-0004,2021,1,1794
SC-HYD-0004,2021,2,2154
SC-HYD-0004,2021,3,1749
SC-HYD-0004,2021,4,1549
SC-HYD-0004,2021,5,2192
SC-HYD-0004,2021,6,1985
SC-HYD-0004,2021,7,1934
SC-HYD-0004,2021,8,1740
SC-HYD-0004,2021,9,2098
SC-HYD-0004,2021,10,1057
SC-HYD-0004,2021,11,1089
SC-HYD-0004,2021,12,1841
SC-HYD-0004,2022,1,2043
SC-HYD-0004,2022,2,2240
SC-HYD-0004,2022,3,1843
SC-HYD-0004,2022,4,1587
SC-HYD-0004,2022,5,1691
SC-HYD-0004,2022,6,1992
SC-HYD-0004,2022,7,2499
SC-HYD-0004,2022,8,1227
SC-HYD-0004,2022,9,1842
SC-HYD-0004,2022,10,1348
SC-HYD-0004,2022,11,1715
SC-HYD-0004,2022,12,2027
SC-HYD-0004,2023,1,2243
SC-HYD-0004,2023,2,2528
SC-HYD-0004,2023,3,3092
SC-HYD-0004,2023,4,4330
SC-HYD-0004,2023,5,2613
SC-HYD-0004,2023,6,1901
SC-HYD-0004,2023,7,2853
SC-HYD-0004,2023,8,2127
SC-HYD-0004,2023,9,2483
SC-HYD-0004,2023,10,2217
SC-HYD-0004,2023,11,2224
SC-HYD-0004,2023,12,2512
SC-HYD-0004,2024,1,2918
SC-HYD-0004,2024,2,2268
SC-HYD-0004,2024,3,1731
SC-HYD-0004,2024,4,1661
SC-HYD-0004,2024,5,2055
SC-HYD-0004,2024,6,2376
SC-HYD-0004,2024,7,2769
SC-HYD-0004,2024,8,2470
SC-HYD-0004,2024,9,2258
SC-HYD-0004,2024,10,2579
SC-HYD-0004,2024,11,2390
SC-HYD-0004,2024,12,2600
SC-FLT-0005,2020,1,968
SC-FLT-0005,2020,2,867
SC-FLT-0005,2020,3,1051
SC-FLT-0005,2020,4,1263
SC-FLT-0005,2020,5,1297
SC-FLT-0005,2020,6,1695
SC-FLT-0005,2020,7,1600
SC-FLT-0005,2020,8,1791
SC-FLT-0005,2020,9,1583
SC-FLT-0005,2020,10,1567
SC-FLT-0005,2020,11,1463
SC-FLT-0005,2020,12,1295
SC-FLT-0005,2021,1,2126
SC-FLT-0005,2021,2,1319
SC-FLT-0005,2021,3,1228
SC-FLT-0005,2021,4,1623
SC-FLT-0005,2021,5,1517
SC-FLT-0005,2021,6,2012
SC-FLT-0005,2021,7,2052
SC-FLT-0005,2021,8,1371
SC-FLT-0005,2021,9,1859
SC-FLT-0005,2021,10,1542
SC-FLT-0005,2021,11,1454
SC-FLT-0005,2021,12,2124
SC-FLT-0005,2022,1,1890
SC-FLT-0005,2022,2,1439
SC-FLT-0005,2022,3,1582
SC-FLT-0005,2022,4,1509
SC-FLT-0005,2022,5,2259
SC-FLT-0005,2022,6,2916
SC-FLT-0005,2022,7,2879
SC-FLT-0005,2022,8,2145
SC-FLT-0005,2022,9,1558
SC-FLT-0005,2022,10,1468
SC-FLT-0005,2022,11,1800
SC-FLT-0005,2022,12,1817
SC-FLT-0005,2023,1,2143
SC-FLT-0005,2023,2,2154
SC-FLT-0005,2023,3,1723
SC-FLT-0005,2023,4,1831
SC-FLT-0005,2023,5,2687
SC-FLT-0005,2023,6,2544
SC-FLT-0005,2023,7,1403
SC-FLT-0005,2023,8,2008
SC-FLT-0005,2023,9,2412
SC-FLT-0005,2023,10,1681
SC-FLT-0005,2023,11,1968
SC-FLT-0005,2023,12,1880
SC-FLT-0005,2024,1,1835
SC-FLT-0005,2024,2,1883
SC-FLT-0005,2024,3,2159
SC-FLT-0005,2024,4,2224
SC-FLT-0005,2024,5,1353
SC-FLT-0005,2024,6,2147
SC-FLT-0005,2024,7,2041
SC-FLT-0005,2024,8,1785
SC-FLT-0005,2024,9,1890
SC-FLT-0005,2024,10,2392
SC-FLT-0005,2024,11,2393
SC-FLT-0005,2024,12,1705
SC-BRK-0001,2020,1,40
SC-BRK-0001,2020,2,22
SC-BRK-0001,2020,3,1
SC-BRK-0001,2020,4,73
SC-BRK-0001,2020,5,27
SC-BRK-0001,2020,6,29
SC-BRK-0001,2020,7,48
SC-BRK-0001,2020,8,29
SC-BRK-0001,2020,9,29
SC-BRK-0001,2020,10,49
SC-BRK-0001,2020,11,48
SC-BRK-0001,2020,12,47
SC-BRK-0001,2021,1,22
SC-BRK-0001,2021,2,73
SC-BRK-0001,2021,3,0
SC-BRK-0001,2021,4,30
SC-BRK-0001,2021,5,2
SC-BRK-0001,2021,6,9
SC-BRK-0001,2021,7,45
SC-BRK-0001,2021,8,95
SC-BRK-0001,2021,9,37
SC-BRK-0001,2021,10,38
SC-BRK-0001,2021,11,21
SC-BRK-0001,2021,12,1
SC-BRK-0001,2022,1,10
SC-BRK-0001,2022,2,38
SC-BRK-0001,2022,3,63
SC-BRK-0001,2022,4,30
SC-BRK-0001,2022,5,40
SC-BRK-0001,2022,6,14
SC-BRK-0001,2022,7,53
SC-BRK-0001,2022,8,52
SC-BRK-0001,2022,9,137
SC-BRK-0001,2022,10,152
SC-BRK-0001,2022,11,0
SC-BRK-0001,2022,12,43
SC-BRK-0001,2023,1,116
SC-BRK-0001,2023,2,159
SC-BRK-0001,2023,3,110
SC-BRK-0001,2023,4,99
SC-BRK-0001,2023,5,30
SC-BRK-0001,2023,6,24
SC-BRK-0001,2023,7,50
SC-BRK-0001,2023,8,47
SC-BRK-0001,2023,9,35
SC-BRK-0001,2023,10,34
SC-BRK-0001,2023,11,52
SC-BRK-0001,2023,12,62
SC-BRK-0001,2024,1,86
SC-BRK-0001,2024,2,37
SC-BRK-0001,2024,3,41
SC-BRK-0001,2024,4,51
SC-BRK-0001,2024,5,74
SC-BRK-0001,2024,6,67
SC-BRK-0001,2024,7,33
SC-BRK-0001,2024,8,17
SC-BRK-0001,2024,9,33
SC-BRK-0001,2024,10,15
SC-BRK-0001,2024,11,0
SC-BRK-0001,2024,12,32
SC-SUS-0005,2020,1,8
SC-SUS-0005,2020,2,31
SC-SUS-0005,2020,3,56
SC-SUS-0005,2020,4,21
SC-SUS-0005,2020,5,1
SC-SUS-0005,2020,6,30
SC-SUS-0005,2020,7,73
SC-SUS-0005,2020,8,24
SC-SUS-0005,2020,9,23
SC-SUS-0005,2020,10,11
SC-SUS-0005,2020,11,32
SC-SUS-0005,2020,12,64
SC-SUS-0005,2021,1,40
SC-SUS-0005,2021,2,43
SC-SUS-0005,2021,3,10
SC-SUS-0005,2021,4,37
SC-SUS-0005,2021,5,58
SC-SUS-0005,2021,6,39
SC-SUS-0005,2021,7,19
SC-SUS-0005,2021,8,14
SC-SUS-0005,2021,9,9
SC-SUS-0005,2021,10,25
SC-SUS-0005,2021,11,7
SC-SUS-0005,2021,12,33
SC-SUS-0005,2022,1,18
SC-SUS-0005,2022,2,12
SC-SUS-0005,2022,3,32
SC-SUS-0005,2022,4,22
SC-SUS-0005,2022,5,19
SC-SUS-0005,2022,6,62
SC-SUS-0005,2022,7,0
SC-SUS-0005,2022,8,61
SC-SUS-0005,2022,9,57
SC-SUS-0005,2022,10,51
SC-SUS-0005,2022,11,46
SC-SUS-0005,2022,12,77
SC-SUS-0005,2023,1,47
SC-SUS-0005,2023,2,78
SC-SUS-0005,2023,3,24
SC-SUS-0005,2023,4,22
SC-SUS-0005,2023,5,34
SC-SUS-0005,2023,6,35
SC-SUS-0005,2023,7,7
SC-SUS-0005,2023,8,30
SC-SUS-0005,2023,9,22
SC-SUS-0005,2023,10,35
SC-SUS-0005,2023,11,54
SC-SUS-0005,2023,12,22
SC-SUS-0005,2024,1,21
SC-SUS-0005,2024,2,22
SC-SUS-0005,2024,3,34
SC-SUS-0005,2024,4,72
SC-SUS-0005,2024,5,76
SC-SUS-0005,2024,6,32
SC-SUS-0005,2024,7,65
SC-SUS-0005,2024,8,33
SC-SUS-0005,2024,9,67
SC-SUS-0005,2024,10,37
SC-SUS-0005,2024,11,89
SC-SUS-0005,2024,12,18
SC-BRK-0002,2020,1,29
SC-BRK-0002,2020,2,47
SC-BRK-0002,2020,3,122
SC-BRK-0002,2020,4,53
SC-BRK-0002,2020,5,70
SC-BRK-0002,2020,6,66
SC-BRK-0002,2020,7,69
SC-BRK-0002,2020,8,0
SC-BRK-0002,2020,9,156
SC-BRK-0002,2020,10,94
SC-BRK-0002,2020,11,24
SC-BRK-0002,2020,12,81
SC-BRK-0002,2021,1,114
SC-BRK-0002,2021,2,153
SC-BRK-0002,2021,3,58
SC-BRK-0002,2021,4,40
SC-BRK-0002,2021,5,32
SC-BRK-0002,2021,6,50
SC-BRK-0002,2021,7,60
SC-BRK-0002,2021,8,16
SC-BRK-0002,2021,9,41
SC-BRK-0002,2021,10,76
SC-BRK-0002,2021,11,70
SC-BRK-0002,2021,12,46
SC-BRK-0002,2022,1,147
SC-BRK-0002,2022,2,205
SC-BRK-0002,2022,3,191
SC-BRK-0002,2022,4,48
SC-BRK-0002,2022,5,134
SC-BRK-0002,2022,6,90
SC-BRK-0002,2022,7,72
SC-BRK-0002,2022,8,91
SC-BRK-0002,2022,9,53
SC-BRK-0002,2022,10,25
SC-BRK-0002,2022,11,64
SC-BRK-0002,2022,12,109
SC-BRK-0002,2023,1,164
SC-BRK-0002,2023,2,119
SC-BRK-0002,2023,3,91
SC-BRK-0002,2023,4,2
SC-BRK-0002,2023,5,84
SC-BRK-0002,2023,6,118
SC-BRK-0002,2023,7,31
SC-BRK-0002,2023,8,165
SC-BRK-0002,2023,9,54
SC-BRK-0002,2023,10,57
SC-BRK-0002,2023,11,0
SC-BRK-0002,2023,12,117
SC-BRK-0002,2024,1,148
SC-BRK-0002,2024,2,59
SC-BRK-0002,2024,3,12
SC-BRK-0002,2024,4,161
SC-BRK-0002,2024,5,6
SC-BRK-0002,2024,6,144
SC-BRK-0002,2024,7,50
SC-BRK-0002,2024,8,1
SC-BRK-0002,2024,9,91
SC-BRK-0002,2024,10,90
SC-BRK-0002,2024,11,70
SC-BRK-0002,2024,12,110
SC-BRK-0003,2020,1,1383
SC-BRK-0003,2020,2,1954
SC-BRK-0003,2020,3,1869
SC-BRK-0003,2020,4,1569
SC-BRK-0003,2020,5,1979
SC-BRK-0003,2020,6,2581
SC-BRK-0003,2020,7,2092
SC-BRK-0003,2020,8,2110
SC-BRK-0003,2020,9,2694
SC-BRK-0003,2020,10,2189
SC-BRK-0003,2020,11,1222
SC-BRK-0003,2020,12,1510
SC-BRK-0003,2021,1,1790
SC-BRK-0003,2021,2,2007
SC-BRK-0003,2021,3,1711
SC-BRK-0003,2021,4,2443
SC-BRK-0003,2021,5,2014
SC-BRK-0003,2021,6,2981
SC-BRK-0003,2021,7,4079
SC-BRK-0003,2021,8,2815
SC-BRK-0003,2021,9,2510
SC-BRK-0003,2021,10,2655
SC-BRK-0003,2021,11,1824
SC-BRK-0003,2021,12,2607
SC-BRK-0003,2022,1,2373
SC-BRK-0003,2022,2,3001
SC-BRK-0003,2022,3,1743
SC-BRK-0003,2022,4,2408
SC-BRK-0003,2022,5,2370
SC-BRK-0003,2022,6,2629
SC-BRK-0003,2022,7,2680
SC-BRK-0003,2022,8,3669
SC-BRK-0003,2022,9,2502
SC-BRK-0003,2022,10,3088
SC-BRK-0003,2022,11,2692
SC-BRK-0003,2022,12,2678
SC-BRK-0003,2023,1,3984
SC-BRK-0003,2023,2,4124
SC-BRK-0003,2023,3,2650
SC-BRK-0003,2023,4,2430
SC-BRK-0003,2023,5,2533
SC-BRK-0003,2023,6,2665
SC-BRK-0003,2023,7,3153
SC-BRK-0003,2023,8,3839
SC-BRK-0003,2023,9,2436
SC-BRK-0003,2023,10,2379
SC-BRK-0003,2023,11,2927
SC-BRK-0003,2023,12,2062
SC-BRK-0003,2024,1,2013
SC-BRK-0003,2024,2,3355
SC-BRK-0003,2024,3,2750
SC-BRK-0003,2024,4,2894
SC-BRK-0003,2024,5,4443
SC-BRK-0003,2024,6,5495
SC-BRK-0003,2024,7,4477
SC-BRK-0003,2024,8,3219
SC-BRK-0003,2024,9,3146
SC-BRK-0003,2024,10,2940
SC-BRK-0003,2024,11,2198
SC-BRK-0003,2024,12,3128
SC-FUE-0003,2020,1,25
SC-FUE-0003,2020,2,21
SC-FUE-0003,2020,3,68
SC-FUE-0003,2020,4,78
SC-FUE-0003,2020,5,125
SC-FUE-0003,2020,6,153
SC-FUE-0003,2020,7,172
SC-FUE-0003,2020,8,344
SC-FUE-0003,2020,9,121
SC-FUE-0003,2020,10,178
SC-FUE-0003,2020,11,248
SC-FUE-0003,2020,12,173
SC-FUE-0003,2021,1,152
SC-FUE-0003,2021,2,231
SC-FUE-0003,2021,3,179
SC-FUE-0003,2021,4,191
SC-FUE-0003,2021,5,253
SC-FUE-0003,2021,6,239
SC-FUE-0003,2021,7,275
SC-FUE-0003,2021,8,115
SC-FUE-0003,2021,9,107
SC-FUE-0003,2021,10,187
SC-FUE-0003,2021,11,190
SC-FUE-0003,2021,12,97
SC-FUE-0003,2022,1,184
SC-FUE-0003,2022,2,114
SC-FUE-0003,2022,3,156
SC-FUE-0003,2022,4,201
SC-FUE-0003,2022,5,75
SC-FUE-0003,2022,6,99
SC-FUE-0003,2022,7,186
SC-FUE-0003,2022,8,187
SC-FUE-0003,2022,9,200
SC-FUE-0003,2022,10,329
SC-FUE-0003,2022,11,242
SC-FUE-0003,2022,12,146
SC-FUE-0003,2023,1,190
SC-FUE-0003,2023,2,232
SC-FUE-0003,2023,3,183
SC-FUE-0003,2023,4,205
SC-FUE-0003,2023,5,177
SC-FUE-0003,2023,6,254
SC-FUE-0003,2023,7,143
SC-FUE-0003,2023,8,132
SC-FUE-0003,2023,9,106
SC-FUE-0003,2023,10,157
SC-FUE-0003,2023,11,237
SC-FUE-0003,2023,12,190
SC-FUE-0003,2024,1,250
SC-FUE-0003,2024,2,231
SC-FUE-0003,2024,3,135
SC-FUE-0003,2024,4,249
SC-FUE-0003,2024,5,122
SC-FUE-0003,2024,6,205
SC-FUE-0003,2024,7,264
SC-FUE-0003,2024,8,224
SC-FUE-0003,2024,9,125
SC-FUE-0003,2024,10,245
SC-FUE-0003,2024,11,192
SC-FUE-0003,2024,12,167
SC-SUS-0006,2020,1,6
SC-SUS-0006,2020,2,3
SC-SUS-0006,2020,3,9
SC-SUS-0006,2020,4,43
SC-SUS-0006,2020,5,76
SC-SUS-0006,2020,6,93
SC-SUS-0006,2020,7,74
SC-SUS-0006,2020,8,86
SC-SUS-0006,2020,9,55
SC-SUS-0006,2020,10,63
SC-SUS-0006,2020,11,0
SC-SUS-0006,2020,12,38
SC-SUS-0006,2021,1,114
SC-SUS-0006,2021,2,130
SC-SUS-0006,2021,3,3
SC-SUS-0006,2021,4,74
SC-SUS-0006,2021,5,85
SC-SUS-0006,2021,6,88
SC-SUS-0006,2021,7,134
SC-SUS-0006,2021,8,116
SC-SUS-0006,2021,9,33
SC-SUS-0006,2021,10,42
SC-SUS-0006,2021,11,174
SC-SUS-0006,2021,12,102
SC-SUS-0006,2022,1,151
SC-SUS-0006,2022,2,75
SC-SUS-0006,2022,3,6
SC-SUS-0006,2022,4,29
SC-SUS-0006,2022,5,80
SC-SUS-0006,2022,6,214
SC-SUS-0006,2022,7,184
SC-SUS-0006,2022,8,187
SC-SUS-0006,2022,9,32
SC-SUS-0006,2022,10,128
SC-SUS-0006,2022,11,187
SC-SUS-0006,2022,12,123
SC-SUS-0006,2023,1,50
SC-SUS-0006,2023,2,82
SC-SUS-0006,2023,3,56
SC-SUS-0006,2023,4,46
SC-SUS-0006,2023,5,129
SC-SUS-0006,2023,6,130
SC-SUS-0006,2023,7,184
SC-SUS-0006,2023,8,141
SC-SUS-0006,2023,9,132
SC-SUS-0006,2023,10,172
SC-SUS-0006,2023,11,48
SC-SUS-0006,2023,12,151
SC-SUS-0006,2024,1,110
SC-SUS-0006,2024,2,92
SC-SUS-0006,2024,3,289
SC-SUS-0006,2024,4,117
SC-SUS-0006,2024,5,40
SC-SUS-0006,2024,6,150
SC-SUS-0006,2024,7,270
SC-SUS-0006,2024,8,108
SC-SUS-0006,2024,9,232
SC-SUS-0006,2024,10,76
SC-SUS-0006,2024,11,130
SC-SUS-0006,2024,12,141
