Part_Number,Year,Month,Raw_Forecast,PSC_Adjustment_Amount,Final_Order_Quantity,Adjustment_Reason
SC-HYD-0002,2021,2,27,-7,20,
SC-HYD-0002,2021,3,0,0,0,Customer demand expectation
SC-HYD-0002,2021,4,20,0,20,No adjustment
SC-HYD-0002,2021,5,22,-4,18,Customer demand expectation
SC-HYD-0002,2021,6,54,0,54,No adjustment
SC-HYD-0002,2021,7,87,0,87,No adjustment
SC-HYD-0002,2021,8,1,0,1,
SC-HYD-0002,2021,9,28,0,28,
SC-HYD-0002,2021,10,27,-11,16,Inventory consideration
SC-HYD-0002,2021,11,27,7,34,Customer demand expectation
SC-HYD-0002,2021,12,22,-8,14,Inventory consideration
SC-HYD-0002,2022,1,16,2,18,Critical part requirement
SC-HYD-0002,2022,2,49,0,49,
SC-HYD-0002,2022,3,46,-14,32,
SC-HYD-0002,2022,4,53,-9,44,Inventory consideration
SC-HYD-0002,2022,5,34,-15,19,Customer demand expectation
SC-HYD-0002,2022,6,46,-19,27,
SC-HYD-0002,2022,7,24,-10,14,Customer demand expectation
SC-HYD-0002,2022,8,39,-12,27,Inventory consideration
SC-HYD-0002,2022,9,45,-19,26,Inventory consideration
SC-HYD-0002,2022,10,60,0,60,No adjustment
SC-HYD-0002,2022,11,39,-11,28,Inventory consideration
SC-HYD-0002,2022,12,133,0,133,No adjustment
SC-HYD-0002,2023,1,98,21,119,Critical part requirement
SC-HYD-0002,2023,2,50,8,58,
SC-HYD-0002,2023,3,67,0,67,No adjustment
SC-HYD-0002,2023,4,59,0,59,
SC-HYD-0002,2023,5,33,12,45,Lead time consideration
SC-HYD-0002,2023,6,49,0,49,No adjustment
SC-HYD-0002,2023,7,74,0,74,No adjustment
SC-HYD-0002,2023,8,47,13,60,
SC-HYD-0002,2023,9,62,16,78,
SC-HYD-0002,2023,10,88,0,88,No adjustment
SC-HYD-0002,2023,11,62,0,62,No adjustment
SC-HYD-0002,2023,12,70,-14,56,Customer demand expectation
SC-HYD-0002,2024,1,122,0,122,
SC-HYD-0002,2024,2,77,-23,54,Customer demand expectation
SC-HYD-0002,2024,3,73,-18,55,Customer demand expectation
SC-HYD-0002,2024,4,44,-19,25,Customer demand expectation
SC-HYD-0002,2024,5,26,0,26,
SC-HYD-0002,2024,6,38,-14,24,Inventory consideration
SC-HYD-0002,2024,7,8,-3,5,Inventory consideration
SC-HYD-0002,2024,8,79,-35,44,Customer demand expectation
SC-HYD-0002,2024,9,24,-11,13,Inventory consideration
SC-HYD-0002,2024,10,0,0,0,Inventory consideration
SC-HYD-0002,2024,11,98,-31,67,Customer demand expectation
SC-HYD-0002,2024,12,73,0,73,No adjustment
SC-SUS-0002,2020,1,602,205,807,Lead time consideration
SC-SUS-0002,2020,2,500,-119,381,
SC-SUS-0002,2020,3,586,-191,395,Inventory consideration
SC-SUS-0002,2020,4,776,169,945,Customer demand expectation
SC-SUS-0002,2020,5,839,296,1135,Lead time consideration
SC-SUS-0002,2020,6,654,0,654,No adjustment
SC-SUS-0002,2020,7,714,-263,451,Customer demand expectation
SC-SUS-0002,2020,8,1124,329,1453,
SC-SUS-0002,2020,9,963,134,1097,Lead time consideration
SC-SUS-0002,2020,10,1108,0,1108,No adjustment
SC-SUS-0002,2020,11,903,-195,708,Inventory consideration
SC-SUS-0002,2020,12,875,0,875,
SC-SUS-0002,2021,1,894,134,1028,Lead time consideration
SC-SUS-0002,2021,2,1000,0,1000,No adjustment
SC-SUS-0002,2021,3,816,-156,660,Inventory consideration
SC-SUS-0002,2021,4,735,-271,464,Customer demand expectation
SC-SUS-0002,2021,5,1053,0,1053,
SC-SUS-0002,2021,6,793,-289,504,Inventory consideration
SC-SUS-0002,2021,7,804,0,804,
SC-SUS-0002,2021,8,789,182,971,Critical part requirement
SC-SUS-0002,2021,9,983,0,983,No adjustment
SC-SUS-0002,2021,10,573,79,652,Critical part requirement
SC-SUS-0002,2021,11,984,-172,812,
SC-SUS-0002,2021,12,1175,297,1472,Customer demand expectation
SC-SUS-0002,2022,1,1004,161,1165,Customer demand expectation
SC-SUS-0002,2022,2,1326,-507,819,Inventory consideration
SC-SUS-0002,2022,3,856,0,856,
SC-SUS-0002,2022,4,1062,-280,782,Inventory consideration
SC-SUS-0002,2022,5,886,-309,577,Customer demand expectation
SC-SUS-0002,2022,6,1233,0,1233,
SC-SUS-0002,2022,7,1005,-224,781,Customer demand expectation
SC-SUS-0002,2022,8,1161,-474,687,Customer demand expectation
SC-SUS-0002,2022,9,675,0,675,No adjustment
SC-SUS-0002,2022,10,851,0,851,
SC-SUS-0002,2022,11,715,0,715,
SC-SUS-0002,2022,12,924,-189,735,
SC-SUS-0002,2023,1,1115,-164,951,Inventory consideration
SC-SUS-0002,2023,2,963,-393,570,Inventory consideration
SC-SUS-0002,2023,3,911,129,1040,Customer demand expectation
SC-SUS-0002,2023,4,1206,0,1206,No adjustment
SC-SUS-0002,2023,5,1168,469,1637,Critical part requirement
SC-SUS-0002,2023,6,895,0,895,
SC-SUS-0002,2023,7,952,190,1142,Lead time consideration
SC-SUS-0002,2023,8,916,-395,521,Customer demand expectation
SC-SUS-0002,2023,9,948,0,948,
SC-SUS-0002,2023,10,976,0,976,No adjustment
SC-SUS-0002,2023,11,1010,0,1010,No adjustment
SC-SUS-0002,2023,12,980,0,980,No adjustment
SC-SUS-0002,2024,1,1132,-340,792,Inventory consideration
SC-SUS-0002,2024,2,1118,136,1254,Critical part requirement
SC-SUS-0002,2024,3,1425,0,1425,No adjustment
SC-SUS-0002,2024,4,1602,-667,935,Inventory consideration
SC-SUS-0002,2024,5,748,0,748,
SC-SUS-0002,2024,6,938,0,938,
SC-SUS-0002,2024,7,957,322,1279,Lead time consideration
SC-SUS-0002,2024,8,1024,-412,612,Customer demand expectation
SC-SUS-0002,2024,9,918,-360,558,Customer demand expectation
SC-SUS-0002,2024,10,1021,-412,609,Inventory consideration
SC-SUS-0002,2024,11,1150,0,1150,
SC-SUS-0002,2024,12,1201,289,1490,Critical part requirement
SC-HYD-0003,2020,1,274,-87,187,Customer demand expectation
SC-HYD-0003,2020,2,535,-172,363,Customer demand expectation
SC-HYD-0003,2020,3,477,141,618,Critical part requirement
SC-HYD-0003,2020,4,566,205,771,Lead time consideration
SC-HYD-0003,2020,5,563,0,563,
SC-HYD-0003,2020,6,619,277,896,Lead time consideration
SC-HYD-0003,2020,7,451,-65,386,
SC-HYD-0003,2020,8,763,163,926,Critical part requirement
SC-HYD-0003,2020,9,465,147,612,Customer demand expectation
SC-HYD-0003,2020,10,752,-281,471,Inventory consideration
SC-HYD-0003,2020,11,692,0,692,No adjustment
SC-HYD-0003,2020,12,523,0,523,No adjustment
SC-HYD-0003,2021,1,774,-247,527,Customer demand expectation
SC-HYD-0003,2021,2,995,-346,649,Customer demand expectation
SC-HYD-0003,2021,3,548,0,548,
SC-HYD-0003,2021,4,476,-181,295,Customer demand expectation
SC-HYD-0003,2021,5,830,0,830,No adjustment
SC-HYD-0003,2021,6,618,0,618,No adjustment
SC-HYD-0003,2021,7,682,-151,531,Customer demand expectation
SC-HYD-0003,2021,8,827,167,994,Critical part requirement
SC-HYD-0003,2021,9,1023,325,1348,Customer demand expectation
SC-HYD-0003,2021,10,1078,-334,744,Customer demand expectation
SC-HYD-0003,2021,11,788,-177,611,Customer demand expectation
SC-HYD-0003,2021,12,529,174,703,Critical part requirement
SC-HYD-0003,2022,1,948,0,948,No adjustment
SC-HYD-0003,2022,2,283,-124,159,Inventory consideration
SC-HYD-0003,2022,3,927,0,927,
SC-HYD-0003,2022,4,714,0,714,No adjustment
SC-HYD-0003,2022,5,538,188,726,Critical part requirement
SC-HYD-0003,2022,6,206,0,206,
SC-HYD-0003,2022,7,517,116,633,
SC-HYD-0003,2022,8,730,0,730,No adjustment
SC-HYD-0003,2022,9,297,-43,254,Customer demand expectation
SC-HYD-0003,2022,10,619,0,619,No adjustment
SC-HYD-0003,2022,11,587,216,803,Critical part requirement
SC-HYD-0003,2022,12,796,-170,626,Inventory consideration
SC-HYD-0003,2023,1,553,-207,346,
SC-HYD-0003,2023,2,1085,0,1085,
SC-HYD-0003,2023,3,905,387,1292,Lead time consideration
SC-HYD-0003,2023,4,580,0,580,
SC-HYD-0003,2023,5,483,147,630,Customer demand expectation
SC-HYD-0003,2023,6,857,336,1193,Lead time consideration
SC-HYD-0003,2023,7,536,-84,452,Inventory consideration
SC-HYD-0003,2023,8,1048,-176,872,Inventory consideration
SC-HYD-0003,2023,9,680,0,680,
SC-HYD-0003,2023,10,669,0,669,No adjustment
SC-HYD-0003,2023,11,452,0,452,
SC-HYD-0003,2023,12,540,58,598,Critical part requirement
SC-HYD-0003,2024,1,448,-171,277,Customer demand expectation
SC-HYD-0003,2024,2,487,63,550,Lead time consideration
SC-HYD-0003,2024,3,469,135,604,Critical part requirement
SC-HYD-0003,2024,4,824,191,1015,Customer demand expectation
SC-HYD-0003,2024,5,731,152,883,Critical part requirement
SC-HYD-0003,2024,6,1022,-112,910,Inventory consideration
SC-HYD-0003,2024,7,948,119,1067,Critical part requirement
SC-HYD-0003,2024,8,746,119,865,Critical part requirement
SC-HYD-0003,2024,9,991,-414,577,
SC-HYD-0003,2024,10,1016,-228,788,Inventory consideration
SC-HYD-0003,2024,11,912,0,912,
SC-HYD-0003,2024,12,823,0,823,No adjustment
SC-FUE-0002,2020,1,93,0,93,
SC-FUE-0002,2020,2,78,34,112,Critical part requirement
SC-FUE-0002,2020,3,158,46,204,Customer demand expectation
SC-FUE-0002,2020,4,228,-94,134,Customer demand expectation
SC-FUE-0002,2020,5,198,24,222,Critical part requirement
SC-FUE-0002,2020,6,345,-145,200,Inventory consideration
SC-FUE-0002,2020,7,418,65,483,Customer demand expectation
SC-FUE-0002,2020,8,301,37,338,Customer demand expectation
SC-FUE-0002,2020,9,354,-105,249,Customer demand expectation
SC-FUE-0002,2020,10,307,-42,265,Inventory consideration
SC-FUE-0002,2020,11,137,0,137,
SC-FUE-0002,2020,12,643,-149,494,Inventory consideration
SC-FUE-0002,2021,1,238,54,292,Customer demand expectation
SC-FUE-0002,2021,2,345,39,384,Customer demand expectation
SC-FUE-0002,2021,3,249,0,249,No adjustment
SC-FUE-0002,2021,4,191,-81,110,Inventory consideration
SC-FUE-0002,2021,5,414,-156,258,Inventory consideration
SC-FUE-0002,2021,6,650,0,650,No adjustment
SC-FUE-0002,2021,7,563,0,563,
SC-FUE-0002,2021,8,611,0,611,No adjustment
SC-FUE-0002,2021,9,343,0,343,
SC-FUE-0002,2021,10,174,-22,152,Inventory consideration
SC-FUE-0002,2021,11,403,41,444,Critical part requirement
SC-FUE-0002,2021,12,218,57,275,Lead time consideration
SC-FUE-0002,2022,1,521,215,736,Customer demand expectation
SC-FUE-0002,2022,2,240,-90,150,Inventory consideration
SC-FUE-0002,2022,3,330,0,330,No adjustment
SC-FUE-0002,2022,4,247,73,320,
SC-FUE-0002,2022,5,301,0,301,
SC-FUE-0002,2022,6,338,0,338,
SC-FUE-0002,2022,7,372,136,508,Lead time consideration
SC-FUE-0002,2022,8,327,-46,281,Inventory consideration
SC-FUE-0002,2022,9,391,0,391,No adjustment
SC-FUE-0002,2022,10,412,-67,345,Inventory consideration
SC-FUE-0002,2022,11,323,-61,262,Customer demand expectation
SC-FUE-0002,2022,12,403,165,568,Critical part requirement
SC-FUE-0002,2023,1,547,153,700,Customer demand expectation
SC-FUE-0002,2023,2,472,62,534,Critical part requirement
SC-FUE-0002,2023,3,582,82,664,Customer demand expectation
SC-FUE-0002,2023,4,568,0,568,No adjustment
SC-FUE-0002,2023,5,365,0,365,
SC-FUE-0002,2023,6,421,0,421,
SC-FUE-0002,2023,7,440,174,614,Customer demand expectation
SC-FUE-0002,2023,8,329,76,405,
SC-FUE-0002,2023,9,413,94,507,Customer demand expectation
SC-FUE-0002,2023,10,447,0,447,
SC-FUE-0002,2023,11,232,0,232,No adjustment
SC-FUE-0002,2023,12,474,132,606,Lead time consideration
SC-FUE-0002,2024,1,370,77,447,Lead time consideration
SC-FUE-0002,2024,2,380,40,420,Critical part requirement
SC-FUE-0002,2024,3,564,226,790,Lead time consideration
SC-FUE-0002,2024,4,421,-154,267,Customer demand expectation
SC-FUE-0002,2024,5,524,94,618,Critical part requirement
SC-FUE-0002,2024,6,577,173,750,Lead time consideration
SC-FUE-0002,2024,7,201,84,285,Critical part requirement
SC-FUE-0002,2024,8,353,-41,312,Customer demand expectation
SC-FUE-0002,2024,9,823,173,996,Lead time consideration
SC-FUE-0002,2024,10,416,133,549,Critical part requirement
SC-FUE-0002,2024,11,463,180,643,Critical part requirement
SC-FUE-0002,2024,12,372,140,512,Lead time consideration
SC-FLT-0002,2020,1,83,0,83,No adjustment
SC-FLT-0002,2020,2,192,75,267,Customer demand expectation
SC-FLT-0002,2020,3,309,88,397,Lead time consideration
SC-FLT-0002,2020,4,202,-67,135,Customer demand expectation
SC-FLT-0002,2020,5,118,44,162,Critical part requirement
SC-FLT-0002,2020,6,499,0,499,No adjustment
SC-FLT-0002,2020,7,385,77,462,
SC-FLT-0002,2020,8,877,298,1175,Lead time consideration
SC-FLT-0002,2020,9,819,246,1065,Lead time consideration
SC-FLT-0002,2020,10,909,-362,547,
SC-FLT-0002,2020,11,745,256,1001,Lead time consideration
SC-FLT-0002,2020,12,532,0,532,
SC-FLT-0002,2021,1,273,0,273,
SC-FLT-0002,2021,2,745,142,887,Critical part requirement
SC-FLT-0002,2021,3,418,-77,341,Inventory consideration
SC-FLT-0002,2021,4,603,254,857,
SC-FLT-0002,2021,5,406,0,406,
SC-FLT-0002,2021,6,679,245,924,Lead time consideration
SC-FLT-0002,2021,7,514,-147,367,Inventory consideration
SC-FLT-0002,2021,8,720,185,905,Critical part requirement
SC-FLT-0002,2021,9,623,-173,450,Customer demand expectation
SC-FLT-0002,2021,10,988,296,1284,Lead time consideration
SC-FLT-0002,2021,11,903,-381,522,Customer demand expectation
SC-FLT-0002,2021,12,781,146,927,Customer demand expectation
SC-FLT-0002,2022,1,1077,0,1077,No adjustment
SC-FLT-0002,2022,2,691,-87,604,Inventory consideration
SC-FLT-0002,2022,3,693,152,845,Lead time consideration
SC-FLT-0002,2022,4,701,0,701,No adjustment
SC-FLT-0002,2022,5,493,0,493,
SC-FLT-0002,2022,6,468,61,529,Critical part requirement
SC-FLT-0002,2022,7,585,185,770,Lead time consideration
SC-FLT-0002,2022,8,406,141,547,
SC-FLT-0002,2022,9,916,-291,625,Inventory consideration
SC-FLT-0002,2022,10,639,218,857,Lead time consideration
SC-FLT-0002,2022,11,824,291,1115,Critical part requirement
SC-FLT-0002,2022,12,639,148,787,Customer demand expectation
SC-FLT-0002,2023,1,844,183,1027,Critical part requirement
SC-FLT-0002,2023,2,980,0,980,No adjustment
SC-FLT-0002,2023,3,365,0,365,
SC-FLT-0002,2023,4,828,141,969,Critical part requirement
SC-FLT-0002,2023,5,472,0,472,
SC-FLT-0002,2023,6,794,293,1087,Lead time consideration
SC-FLT-0002,2023,7,1106,445,1551,Customer demand expectation
SC-FLT-0002,2023,8,1037,196,1233,Lead time consideration
SC-FLT-0002,2023,9,705,0,705,
SC-FLT-0002,2023,10,818,313,1131,Critical part requirement
SC-FLT-0002,2023,11,411,41,452,Lead time consideration
SC-FLT-0002,2023,12,647,0,647,
SC-FLT-0002,2024,1,800,0,800,No adjustment
SC-FLT-0002,2024,2,1298,478,1776,Lead time consideration
SC-FLT-0002,2024,3,460,168,628,Lead time consideration
SC-FLT-0002,2024,4,884,141,1025,Customer demand expectation
SC-FLT-0002,2024,5,546,-160,386,Inventory consideration
SC-FLT-0002,2024,6,1111,0,1111,No adjustment
SC-FLT-0002,2024,7,1217,-278,939,Customer demand expectation
SC-FLT-0002,2024,8,1628,353,1981,Lead time consideration
SC-FLT-0002,2024,9,1253,457,1710,Lead time consideration
SC-FLT-0002,2024,10,1176,500,1676,Customer demand expectation
SC-FLT-0002,2024,11,889,-229,660,Inventory consideration
SC-FLT-0002,2024,12,775,0,775,
SC-SUS-0003,2020,1,53,0,53,No adjustment
SC-SUS-0003,2020,2,51,-18,33,Customer demand expectation
SC-SUS-0003,2020,3,18,7,25,Lead time consideration
SC-SUS-0003,2020,4,38,0,38,
SC-SUS-0003,2020,5,11,-2,9,Customer demand expectation
SC-SUS-0003,2020,6,29,0,29,
SC-SUS-0003,2020,7,22,-3,19,
SC-SUS-0003,2020,8,39,-17,22,Customer demand expectation
SC-SUS-0003,2020,9,54,-15,39,Customer demand expectation
SC-SUS-0003,2020,10,71,-8,63,Customer demand expectation
SC-SUS-0003,2020,11,64,0,64,
SC-SUS-0003,2020,12,29,0,29,
SC-SUS-0003,2021,1,36,0,36,No adjustment
SC-SUS-0003,2021,2,97,20,117,Lead time consideration
SC-SUS-0003,2021,3,64,0,64,No adjustment
SC-SUS-0003,2021,4,27,-12,15,Inventory consideration
SC-SUS-0003,2021,5,21,-2,19,Customer demand expectation
SC-SUS-0003,2021,6,80,25,105,Critical part requirement
SC-SUS-0003,2021,7,103,-27,76,Inventory consideration
SC-SUS-0003,2021,8,34,-10,24,Inventory consideration
SC-SUS-0003,2021,9,96,-14,82,Inventory consideration
SC-SUS-0003,2021,10,53,-17,36,Inventory consideration
SC-SUS-0003,2021,11,63,-18,45,Inventory consideration
SC-SUS-0003,2021,12,62,-7,55,Inventory consideration
SC-SUS-0003,2022,1,70,0,70,No adjustment
SC-SUS-0003,2022,2,71,-12,59,
SC-SUS-0003,2022,3,97,0,97,No adjustment
SC-SUS-0003,2022,4,106,0,106,
SC-SUS-0003,2022,5,113,44,157,
SC-SUS-0003,2022,6,61,-11,50,
SC-SUS-0003,2022,7,152,-29,123,Inventory consideration
SC-SUS-0003,2022,8,74,32,106,Critical part requirement
SC-SUS-0003,2022,9,40,0,40,
SC-SUS-0003,2022,10,53,-15,38,Customer demand expectation
SC-SUS-0003,2022,11,83,-29,54,Customer demand expectation
SC-SUS-0003,2022,12,70,-29,41,Inventory consideration
SC-SUS-0003,2023,1,58,0,58,
SC-SUS-0003,2023,2,66,0,66,No adjustment
SC-SUS-0003,2023,3,32,9,41,Critical part requirement
SC-SUS-0003,2023,4,24,-2,22,Customer demand expectation
SC-SUS-0003,2023,5,84,-32,52,
SC-SUS-0003,2023,6,59,-12,47,Customer demand expectation
SC-SUS-0003,2023,7,51,-20,31,Inventory consideration
SC-SUS-0003,2023,8,83,-17,66,Customer demand expectation
SC-SUS-0003,2023,9,57,-24,33,Inventory consideration
SC-SUS-0003,2023,10,40,0,40,No adjustment
SC-SUS-0003,2023,11,75,-20,55,Customer demand expectation
SC-SUS-0003,2023,12,87,-24,63,Inventory consideration
SC-SUS-0003,2024,1,77,-16,61,Inventory consideration
SC-SUS-0003,2024,2,80,0,80,No adjustment
SC-SUS-0003,2024,3,27,0,27,No adjustment
SC-SUS-0003,2024,4,0,0,0,No adjustment
SC-SUS-0003,2024,5,148,0,148,
SC-SUS-0003,2024,6,50,-10,40,Customer demand expectation
SC-SUS-0003,2024,7,126,-21,105,Inventory consideration
SC-SUS-0003,2024,8,33,13,46,Customer demand expectation
SC-SUS-0003,2024,9,62,-22,40,Inventory consideration
SC-SUS-0003,2024,10,84,-17,67,Customer demand expectation
SC-SUS-0003,2024,11,68,-17,51,Customer demand expectation
SC-SUS-0003,2024,12,76,-13,63,Customer demand expectation
SC-TWA-0001,2020,1,341,37,378,Lead time consideration
SC-TWA-0001,2020,2,348,55,403,Critical part requirement
SC-TWA-0001,2020,3,236,59,295,Customer demand expectation
SC-TWA-0001,2020,4,423,-175,248,Customer demand expectation
SC-TWA-0001,2020,5,304,0,304,
SC-TWA-0001,2020,6,412,64,476,Lead time consideration
SC-TWA-0001,2020,7,264,0,264,
SC-TWA-0001,2020,8,726,75,801,Critical part requirement
SC-TWA-0001,2020,9,439,120,559,Critical part requirement
SC-TWA-0001,2020,10,500,137,637,Critical part requirement
SC-TWA-0001,2020,11,534,-214,320,Customer demand expectation
SC-TWA-0001,2020,12,962,99,1061,Critical part requirement
SC-TWA-0001,2021,1,463,-182,281,Inventory consideration
SC-TWA-0001,2021,2,477,55,532,Critical part requirement
SC-TWA-0001,2021,3,446,-64,382,Customer demand expectation
SC-TWA-0001,2021,4,184,39,223,Critical part requirement
SC-TWA-0001,2021,5,486,-152,334,Inventory consideration
SC-TWA-0001,2021,6,348,48,396,Critical part requirement
SC-TWA-0001,2021,7,384,137,521,Critical part requirement
SC-TWA-0001,2021,8,427,144,571,Customer demand expectation
SC-TWA-0001,2021,9,671,0,671,
SC-TWA-0001,2021,10,246,101,347,Critical part requirement
SC-TWA-0001,2021,11,461,-178,283,Customer demand expectation
SC-TWA-0001,2021,12,618,119,737,Customer demand expectation
SC-TWA-0001,2022,1,517,138,655,Customer demand expectation
SC-TWA-0001,2022,2,627,228,855,Customer demand expectation
SC-TWA-0001,2022,3,259,0,259,No adjustment
SC-TWA-0001,2022,4,676,-165,511,Customer demand expectation
SC-TWA-0001,2022,5,394,0,394,
SC-TWA-0001,2022,6,567,-145,422,Inventory consideration
SC-TWA-0001,2022,7,487,0,487,No adjustment
SC-TWA-0001,2022,8,666,-227,439,Customer demand expectation
SC-TWA-0001,2022,9,489,0,489,
SC-TWA-0001,2022,10,200,25,225,Customer demand expectation
SC-TWA-0001,2022,11,602,0,602,No adjustment
SC-TWA-0001,2022,12,332,-127,205,Inventory consideration
SC-TWA-0001,2023,1,619,-186,433,Inventory consideration
SC-TWA-0001,2023,2,364,148,512,Critical part requirement
SC-TWA-0001,2023,3,405,99,504,Customer demand expectation
SC-TWA-0001,2023,4,403,-157,246,Inventory consideration
SC-TWA-0001,2023,5,526,174,700,Customer demand expectation
SC-TWA-0001,2023,6,386,144,530,Lead time consideration
SC-TWA-0001,2023,7,485,69,554,Critical part requirement
SC-TWA-0001,2023,8,637,157,794,Customer demand expectation
SC-TWA-0001,2023,9,647,0,647,
SC-TWA-0001,2023,10,568,127,695,Customer demand expectation
SC-TWA-0001,2023,11,658,145,803,Lead time consideration
SC-TWA-0001,2023,12,533,230,763,Critical part requirement
SC-TWA-0001,2024,1,593,209,802,Critical part requirement
SC-TWA-0001,2024,2,459,123,582,Customer demand expectation
SC-TWA-0001,2024,3,692,238,930,Critical part requirement
SC-TWA-0001,2024,4,585,-145,440,Inventory consideration
SC-TWA-0001,2024,5,413,-65,348,Inventory consideration
SC-TWA-0001,2024,6,453,0,453,No adjustment
SC-TWA-0001,2024,7,539,235,774,Critical part requirement
SC-TWA-0001,2024,8,812,202,1014,Critical part requirement
SC-TWA-0001,2024,9,545,-112,433,Customer demand expectation
SC-TWA-0001,2024,10,482,140,622,Lead time consideration
SC-TWA-0001,2024,11,489,-125,364,Inventory consideration
SC-TWA-0001,2024,12,552,67,619,Lead time consideration
SC-FLT-0003,2020,1,86,-18,68,Customer demand expectation
SC-FLT-0003,2020,2,86,0,86,No adjustment
SC-FLT-0003,2020,3,358,-82,276,Customer demand expectation
SC-FLT-0003,2020,4,177,-33,144,
SC-FLT-0003,2020,5,230,-34,196,Customer demand expectation
SC-FLT-0003,2020,6,166,46,212,Customer demand expectation
SC-FLT-0003,2020,7,314,-48,266,Inventory consideration
SC-FLT-0003,2020,8,595,0,595,
SC-FLT-0003,2020,9,664,-185,479,Customer demand expectation
SC-FLT-0003,2020,10,631,0,631,
SC-FLT-0003,2020,11,340,-65,275,Inventory consideration
SC-FLT-0003,2020,12,358,74,432,Critical part requirement
SC-FLT-0003,2021,1,331,0,331,
SC-FLT-0003,2021,2,489,0,489,
SC-FLT-0003,2021,3,299,-113,186,Inventory consideration
SC-FLT-0003,2021,4,331,-108,223,Inventory consideration
