Branch_ID,Part_Number,Year,Month,Actual_Demand_Qty
DPS,SC-BRK-0001,2024,6,0.0
BJM,SC-ELC-0008,2022,2,0.0
MDN,SC-SUS-0019,2021,6,32.0
BKL,SC-TRN-0014,2023,7,12.0
PDG,SC-TRN-0006,2024,8,20.0
YGY,SC-ELC-0001,2020,10,0.0
MLG,SC-CLG-0005,2023,9,26.0
JKT,SC-ENG-0009,2022,8,0.0
PLU,SC-FLT-0010,2024,6,54.0
PLU,SC-CLG-0008,2023,2,33.0
YGY,SC-FLT-0011,2023,10,29.0
MKS,SC-ELC-0006,2024,3,6.0
LPG,SC-TWA-0003,2022,5,3.0
TRK,SC-HYD-0015,2024,3,
SMD,SC-BRK-0010,2021,7,16.0
BPP,SC-FUE-0004,2020,7,7.0
PLB,SC-TWA-0009,2022,8,4.0
MLG,SC-FLT-0004,2024,8,2.0
SOQ,SC-HYD-0003,2021,9,0.0
PDG,SC-TRN-0016,2022,3,4.0
JAY,SC-TWA-0010,2023,12,1.0
SOQ,SC-HYD-0011,2024,1,0.0
JAY,SC-TRN-0006,2020,8,23.0
PDG,SC-ELC-0010,2021,10,18.0
MKS,SC-SUS-0004,2020,2,45.0
JMB,SC-SUS-0009,2021,4,2.0
GTO,SC-SUS-0024,2024,8,68.0
BTH,SC-BRK-0002,2021,3,3.0
MDN,SC-ENG-0013,2022,3,0.0
CRB,SC-CLG-0002,2024,6,19.0
PTK,SC-CLG-0004,2020,10,78.0
SRG,SC-BRK-0005,2020,8,140.0
SRG,SC-HYD-0006,2020,2,0.0
JKT,SC-HYD-0005,2021,12,4.0
TRK,SC-SUS-0004,2023,12,76.0
MRK,SC-BRK-0005,2024,5,23.0
SBY,SC-BRK-0001,2022,12,0.0
DPS,SC-TWA-0010,2022,3,43.0
PLB,SC-TWA-0011,2021,10,0.0
SMD,SC-SUS-0001,2020,12,0.0
MRK,SC-SUS-0003,2024,12,0.0
LPG,SC-SUS-0016,2024,9,51.0
AMQ,SC-TRN-0001,2024,8,1.0
JKT,SC-TRN-0007,2024,1,
LPG,SC-FUE-0003,2024,11,7.0
MLG,SC-CLG-0005,2024,9,12.0
MTR,SC-SUS-0011,2023,5,10.0
MDN,SC-FUE-0011,2023,4,0.0
MDN,SC-TRN-0014,2021,3,92.0
PKU,SC-FLT-0007,2023,2,14.0
PLB,SC-ENG-0010,2024,9,0.0
AMQ,SC-TRN-0012,2021,1,5.0
YGY,SC-TRN-0001,2021,5,12.0
GTO,SC-SUS-0023,2022,12,0.0
BKL,SC-TRN-0006,2020,9,9.0
MND,SC-HYD-0008,2024,10,0.0
SMD,SC-TRN-0004,2024,7,-38.0
SGT,SC-HYD-0016,2021,11,10.0
SMD,SC-ENG-0001,2024,9,0.0
AMQ,SC-TWA-0007,2020,3,4.0
SGT,SC-HYD-0015,2021,9,19.0
MDN,SC-CLG-0008,2021,2,0.0
MDN,SC-TRN-0008,2023,11,102.0
BPP,SC-SUS-0009,2024,8,20.0
BKL,SC-ELC-0003,2020,9,5.0
PDG,SC-ELC-0011,2022,10,0.0
SOQ,SC-TWA-0002,2024,2,29.0
KPG,SC-SUS-0015,2020,1,6.0
BKL,SC-TRN-0014,2022,5,13.0
DPS,SC-BRK-0006,2022,8,1.0
SMD,SC-TRN-0002,2021,7,0.0
BJM,SC-FUE-0014,2023,6,0.0
MKS,SC-CLG-0001,2022,5,0.0
GTO,SC-TRN-0010,2021,1,19.0
PDG,SC-SUS-0020,2023,3,-50.0
PLU,SC-CLG-0002,2023,1,0.0
SRG,SC-TRN-0004,2021,8,99.0
SBY,SC-CLG-0008,2022,12,40.0
CRB,SC-SUS-0007,2022,4,48.0
SRG,SC-FLT-0006,2022,7,15.0
BPN2,SC-SUS-0014,2022,12,0.0
MKS,SC-FLT-0011,2022,8,40.0
CRB,SC-TWA-0009,2023,3,0.0
BPP,SC-HYD-0009,2022,9,3.0
PLB,SC-TRN-0001,2024,11,4.0
SGT,SC-SUS-0012,2023,8,0.0
SMD,SC-ENG-0009,2024,9,0.0
SMD,SC-ENG-0016,2022,6,13.0
MLG,SC-FUE-0003,2021,9,0.0
BKL,SC-ENG-0010,2022,2,0.0
CRB,SC-CLG-0008,2022,6,52.0
BTH,SC-CLG-0003,2022,12,7.0
SRG,SC-FUE-0003,2023,6,8.0
LHK,SC-FUE-0011,2020,3,6.0
LHK,SC-FUE-0008,2024,2,0.0
PDG,SC-TWA-0005,2021,7,1.0
KDI,SC-BRK-0009,2023,6,0.0
GTO,SC-ELC-0007,2023,1,74.0
AMQ,SC-CLG-0005,2022,1,17.0
BTH,SC-BRK-0012,2021,12,0.0
PTK,SC-SUS-0011,2021,6,0.0
MTR,SC-TRN-0002,2022,9,42.0
LHK,SC-FUE-0005,2024,2,8.0
CRB,SC-SUS-0002,2020,9,29.0
PLB,SC-SUS-0019,2024,4,11.0
GTO,SC-TRN-0002,2022,4,14.0
MTR,SC-FLT-0007,2021,12,24.0
LPG,SC-ENG-0006,2020,8,0.0
AMQ,SC-ELC-0005,2020,5,0.0
SRG,SC-TRN-0003,2020,12,0.0
MRK,SC-SUS-0004,2024,2,59.0
MTR,SC-SUS-0007,2020,7,43.0
SGT,SC-BRK-0010,2023,7,19.0
BDG,SC-ENG-0016,2022,12,16.0
PLB,SC-FUE-0004,2021,7,4.0
BPN2,SC-HYD-0007,2024,3,45.0
SGT,SC-TWA-0007,2024,7,
BDG,SC-FUE-0007,2022,4,0.0
AMQ,SC-TWA-0003,2021,1,2.0
MKS,SC-TWA-0007,2020,1,12.0
MND,SC-BRK-0011,2024,9,0.0
SOQ,SC-BRK-0013,2021,12,21.0
SMD,SC-TRN-0015,2020,11,0.0
PKU,SC-CLG-0008,2022,4,42.0
MKS,SC-SUS-0015,2022,9,3.0
MRK,SC-TWA-0012,2024,10,0.0
BKL,SC-TRN-0018,2023,9,6.0
BJM,SC-BRK-0011,2023,2,1.0
SBY,SC-TWA-0005,2021,7,0.0
LHK,SC-FUE-0003,2023,1,
MRK,SC-ELC-0003,2024,5,34.0
PLU,SC-TRN-0001,2020,1,9.0
MLG,SC-SUS-0004,2024,12,84.0
PLU,SC-SUS-0014,2024,1,0.0
TRK,SC-FLT-0008,2021,3,14.0
JAY,SC-TRN-0017,2020,2,2.0
AMQ,SC-TRN-0016,2023,12,2.0
KDI,SC-BRK-0004,2024,4,25.0
KPG,SC-ENG-0004,2020,10,10.0
YGY,SC-HYD-0014,2021,4,105.0
PDG,SC-TWA-0006,2022,3,0.0
SMG,SC-FUE-0014,2024,3,5.0
SMG,SC-SUS-0021,2024,12,0.0
KPG,SC-SUS-0015,2023,2,8.0
SOQ,SC-BRK-0013,2021,4,19.0
BPP,SC-HYD-0008,2023,2,0.0
SMG,SC-ENG-0002,2020,1,47.0
SGT,SC-TRN-0006,2021,3,18.0
LPG,SC-TWA-0011,2023,5,0.0
PLU,SC-FLT-0010,2020,11,45.0
KPG,SC-HYD-0016,2020,7,0.0
SMG,SC-CLG-0001,2022,9,21.0
AMQ,SC-BRK-0008,2020,1,0.0
BPN2,SC-ENG-0013,2023,2,
PDG,SC-BRK-0005,2021,11,7.0
SBY,SC-FLT-0009,2020,4,13.0
CRB,SC-TRN-0002,2020,5,0.0
LHK,SC-SUS-0015,2022,8,2.0
SBY,SC-TWA-0005,2020,1,0.0
SMG,SC-FLT-0014,2020,10,0.0
PDG,SC-FUE-0003,2022,3,4.0
PLB,SC-FLT-0001,2022,9,0.0
KDI,SC-TRN-0018,2021,7,0.0
BTH,SC-TRN-0009,2020,11,11.0
BPP,SC-HYD-0006,2021,11,32.0
SMG,SC-HYD-0015,2020,3,0.0
BTH,SC-BRK-0001,2021,5,0.0
JKT,SC-SUS-0022,2023,9,28.0
DPS,SC-TWA-0007,2020,7,9.0
JKT,SC-FUE-0002,2024,3,0.0
AMQ,SC-TRN-0006,2020,12,0.0
JAY,SC-CLG-0006,2023,12,0.0
LHK,SC-SUS-0013,2023,6,2.0
KPG,SC-HYD-0003,2024,3,0.0
MND,SC-TRN-0015,2023,9,0.0
BDG,SC-TRN-0006,2020,4,10.0
JMB,SC-FLT-0010,2022,2,19.0
SRG,SC-TWA-0009,2024,10,0.0
JMB,SC-FUE-0005,2023,3,5.0
MKS,SC-FLT-0001,2021,11,20.0
MTR,SC-FLT-0005,2023,10,0.0
SOQ,SC-ELC-0007,2021,4,30.0
DPS,SC-BRK-0013,2022,8,
AMQ,SC-BRK-0010,2020,9,10.0
BKL,SC-ENG-0008,2020,5,4.0
LPG,SC-ENG-0006,2023,10,5.0
PTK,SC-ELC-0001,2022,8,0.0
BJM,SC-TRN-0013,2024,6,0.0
CRB,SC-CLG-0007,2024,3,30.0
GTO,SC-ELC-0008,2020,3,
MLG,SC-HYD-0007,2021,5,34.0
SOQ,SC-FLT-0004,2024,6,0.0
DPS,SC-HYD-0015,2021,4,7.0
MND,SC-ELC-0011,2020,3,27.0
GTO,SC-FUE-0006,2024,12,0.0
JKT,SC-FLT-0013,2023,6,21.0
BDG,SC-ENG-0006,2021,2,6.0
BPN2,SC-TRN-0008,2024,3,60.0
PLB,SC-ENG-0001,2023,3,0.0
SMD,SC-CLG-0002,2020,11,3.0
MDN,SC-ENG-0008,2020,3,
MND,SC-TRN-0018,2021,7,13.0
SBY,SC-ENG-0015,2020,10,0.0
AMQ,SC-SUS-0005,2023,1,0.0
CRB,SC-FLT-0006,2022,11,27.0
KPG,SC-FLT-0009,2023,12,27.0
AMQ,SC-FUE-0005,2023,10,6.0
KDI,SC-ELC-0002,2020,5,13.0
YGY,SC-ELC-0002,2020,7,23.0
SMD,SC-ENG-0007,2023,6,0.0
BKL,SC-SUS-0024,2022,3,22.0
BPP,SC-TRN-0011,2020,7,7.0
BDG,SC-CLG-0006,2022,5,2.0
PLU,SC-SUS-0010,2023,10,77.0
SOQ,SC-TRN-0004,2024,6,26.0
SGT,SC-TWA-0009,2023,11,0.0
BKL,SC-FLT-0010,2022,8,14.0
BTH,SC-HYD-0003,2020,3,0.0
LHK,SC-TWA-0003,2022,5,10.0
MDN,SC-TRN-0001,2024,4,15.0
GTO,SC-FUE-0008,2021,6,0.0
TRK,SC-ELC-0006,2024,11,5.0
MDN,SC-BRK-0012,2021,4,36.0
MTR,SC-FUE-0011,2021,2,
MRK,SC-ELC-0009,2023,8,88.0
PDG,SC-ENG-0006,2023,12,20.0
MLG,SC-ENG-0010,2023,4,3.0
BJM,SC-SUS-0023,2023,9,0.0
JAY,SC-SUS-0018,2021,6,16.0
BDG,SC-HYD-0010,2021,1,39.0
YGY,SC-HYD-0013,2021,8,0.0
SMG,SC-CLG-0007,2021,2,27.0
TRK,SC-BRK-0003,2022,7,69.0
SOQ,SC-FLT-0002,2024,2,10.0
SRG,SC-CLG-0004,2021,3,72.0
GTO,SC-CLG-0006,2023,1,0.0
BPN2,SC-TWA-0003,2024,3,24.0
KPG,SC-FUE-0009,2023,4,6.0
SMG,SC-TRN-0001,2021,5,6.0
BKL,SC-FUE-0008,2021,5,0.0
BKL,SC-ENG-0002,2022,6,9.0
KPG,SC-FUE-0007,2022,1,0.0
BPN2,SC-ENG-0013,2024,12,0.0
PKU,SC-HYD-0007,2023,3,0.0
JAY,SC-BRK-0010,2020,5,25.0
TRK,SC-SUS-0013,2023,3,0.0
JAY,SC-SUS-0010,2022,1,47.0
MTR,SC-FUE-0014,2023,11,0.0
MLG,SC-FLT-0009,2023,11,7.0
MND,SC-TRN-0013,2022,6,0.0
PLB,SC-HYD-0009,2022,7,0.0
BDG,SC-SUS-0024,2024,1,29.0
MTR,SC-FUE-0006,2022,12,0.0
AMQ,SC-BRK-0006,2022,8,4.0
SGT,SC-FUE-0005,2021,9,4.0
MKS,SC-ENG-0013,2023,7,28.0
PLB,SC-FUE-0014,2020,8,1.0
LPG,SC-ELC-0007,2020,11,48.0
PLU,SC-ELC-0002,2023,8,7.0
MLG,SC-SUS-0021,2021,1,0.0
PDG,SC-HYD-0003,2023,2,21.0
KPG,SC-TWA-0002,2024,5,234.0
GTO,SC-TRN-0011,2020,5,4.0
MRK,SC-CLG-0006,2023,5,4.0
SMD,SC-BRK-0005,2023,7,0.0
MTR,SC-TWA-0004,2022,9,6.0
SOQ,SC-TRN-0012,2024,8,14.0
AMQ,SC-CLG-0001,2021,11,0.0
JMB,SC-TRN-0008,2021,9,26.0
TRK,SC-TRN-0008,2023,4,56.0
MRK,SC-FUE-0011,2020,8,0.0
BPP,SC-FUE-0006,2021,3,0.0
PLU,SC-FLT-0007,2023,5,0.0
YGY,SC-FUE-0008,2024,5,0.0
PKU,SC-FUE-0007,2024,12,1.0
SBY,SC-BRK-0010,2021,6,21.0
JAY,SC-FUE-0013,2023,6,3.0
PLB,SC-HYD-0015,2021,11,21.0
CRB,SC-BRK-0002,2021,6,0.0
BKL,SC-ELC-0005,2022,7,0.0
PTK,SC-HYD-0002,2024,1,0.0
BPP,SC-FLT-0003,2020,10,25.0
SRG,SC-ENG-0015,2020,10,0.0
MDN,SC-FUE-0014,2020,9,0.0
KDI,SC-TRN-0015,2021,4,0.0
PTK,SC-FLT-0014,2024,9,
BJM,SC-ELC-0001,2022,2,0.0
BKL,SC-BRK-0013,2024,12,18.0
AMQ,SC-HYD-0016,2023,5,0.0
PLB,SC-FUE-0006,2020,2,0.0
SMG,SC-FLT-0008,2022,11,0.0
CRB,SC-TWA-0004,2023,10,0.0
SMD,SC-FLT-0002,2024,2,0.0
JAY,SC-FLT-0007,2023,3,13.0
MLG,SC-HYD-0014,2021,5,94.0
TRK,SC-FLT-0006,2020,1,15.0
PLU,SC-HYD-0004,2023,4,79.0
BPP,SC-HYD-0015,2020,1,53.0
MKS,SC-HYD-0002,2023,2,0.0
TRK,SC-CLG-0005,2023,9,36.0
SRG,SC-CLG-0005,2022,11,63.0
SRG,SC-TWA-0011,2022,6,0.0
SGT,SC-SUS-0018,2020,8,4.0
BJM,SC-FUE-0002,2021,8,9.0
AMQ,SC-TWA-0006,2021,2,0.0
JMB,SC-FLT-0006,2022,3,14.0
PTK,SC-ELC-0006,2023,8,0.0
BJM,SC-FLT-0001,2021,4,12.0
LHK,SC-TWA-0002,2022,10,43.0
KPG,SC-SUS-0015,2023,10,0.0
SGT,SC-TWA-0006,2021,1,0.0
PDG,SC-FLT-0005,2023,6,50.0
MTR,SC-HYD-0008,2022,7,11.0
JMB,SC-ENG-0013,2024,2,0.0
MND,SC-BRK-0009,2024,6,6.0
PTK,SC-TRN-0010,2024,6,27.0
SRG,SC-TWA-0011,2022,10,2.0
SOQ,SC-CLG-0007,2022,4,16.0
MRK,SC-HYD-0006,2024,3,11.0
DPS,SC-FUE-0013,2024,9,0.0
PDG,SC-CLG-0001,2024,1,0.0
MKS,SC-HYD-0015,2021,3,23.0
YGY,SC-HYD-0006,2020,6,11.0
JMB,SC-BRK-0004,2024,6,14.0
YGY,SC-FUE-0013,2022,10,0.0
MDN,SC-ENG-0003,2022,11,0.0
MRK,SC-BRK-0005,2020,9,18.0
SBY,SC-FUE-0004,2020,8,
BDG,SC-HYD-0015,2022,9,0.0
CRB,SC-HYD-0002,2024,8,0.0
PLB,SC-TRN-0010,2024,8,19.0
PKU,SC-TWA-0008,2021,11,9.0
AMQ,SC-HYD-0010,2023,3,33.0
PLU,SC-SUS-0022,2021,8,32.0
SOQ,SC-CLG-0004,2020,12,51.0
SBY,SC-FLT-0014,2023,8,0.0
PLU,SC-CLG-0007,2023,9,-24.0
SRG,SC-TRN-0007,2020,6,3.0
BDG,SC-TRN-0004,2022,2,0.0
LHK,SC-SUS-0012,2024,10,0.0
JKT,SC-SUS-0007,2024,5,34.0
KDI,SC-SUS-0021,2022,10,58.0
JMB,SC-FLT-0011,2021,2,6.0
MRK,SC-CLG-0008,2021,8,32.0
PLU,SC-BRK-0010,2021,2,17.0
PLU,SC-TRN-0006,2024,11,0.0
SOQ,SC-CLG-0001,2020,8,0.0
KPG,SC-FLT-0005,2024,9,78.0
SRG,SC-FLT-0014,2023,12,0.0
YGY,SC-FLT-0011,2020,9,21.0
YGY,SC-HYD-0004,2022,8,31.0
PLU,SC-TRN-0014,2021,4,51.0
BTH,SC-HYD-0013,2020,9,6.0
SMD,SC-FLT-0004,2022,4,0.0
LHK,SC-ELC-0009,2023,11,61.0
BDG,SC-FUE-0004,2020,6,0.0
MKS,SC-ENG-0008,2020,12,50.0
PDG,SC-TRN-0002,2022,8,17.0
MLG,SC-HYD-0003,2021,8,20.0
CRB,SC-HYD-0006,2022,8,0.0
PLB,SC-FLT-0014,2021,7,0.0
BKL,SC-FUE-0004,2024,6,2.0
PLU,SC-SUS-0021,2024,7,35.0
YGY,SC-SUS-0009,2022,5,-43.0
SRG,SC-TRN-0006,2023,11,30.0
SMD,SC-ENG-0003,2023,1,0.0
TRK,SC-ENG-0014,2021,1,1.0
MTR,SC-FLT-0014,2020,3,0.0
MTR,SC-SUS-0024,2020,7,89.0
JMB,SC-FLT-0010,2022,10,34.0
MRK,SC-ELC-0011,2020,9,55.0
BPN2,SC-TRN-0012,2022,4,31.0
PDG,SC-TWA-0004,2020,10,0.0
BTH,SC-SUS-0006,2020,9,0.0
KDI,SC-TWA-0008,2022,8,0.0
GTO,SC-HYD-0008,2023,1,3.0
JKT,SC-BRK-0009,2022,8,2.0
BPP,SC-ENG-0006,2023,10,0.0
BDG,SC-HYD-0009,2020,2,0.0
KDI,SC-ENG-0012,2023,11,39.0
JKT,SC-ENG-0011,2021,2,0.0
JKT,SC-HYD-0003,2022,5,25.0
KPG,SC-TRN-0017,2022,10,0.0
SGT,SC-FUE-0005,2023,10,27.0
BPP,SC-FLT-0010,2022,10,57.0
MTR,SC-FLT-0010,2024,3,65.0
KPG,SC-BRK-0001,2023,9,5.0
TRK,SC-TWA-0005,2021,2,0.0
LPG,SC-SUS-0007,2023,7,34.0
JKT,SC-HYD-0013,2024,12,0.0
MND,SC-BRK-0011,2023,5,0.0
BJM,SC-FLT-0006,2024,7,10.0
DPS,SC-SUS-0002,2022,7,18.0
PTK,SC-SUS-0023,2022,6,0.0
BJM,SC-HYD-0003,2020,3,13.0
PDG,SC-CLG-0007,2021,12,14.0
BKL,SC-ENG-0012,2021,6,11.0
PTK,SC-BRK-0004,2023,1,17.0
SMG,SC-FLT-0003,2024,6,24.0
BPP,SC-ENG-0013,2024,9,10.0
JAY,SC-ENG-0014,2020,8,0.0
SMG,SC-FLT-0010,2023,8,96.0
SGT,SC-BRK-0007,2024,6,16.0
BKL,SC-SUS-0010,2022,5,24.0
JKT,SC-ELC-0005,2023,7,3.0
LHK,SC-FUE-0004,2023,1,0.0
GTO,SC-TRN-0017,2021,11,0.0
MDN,SC-ENG-0007,2023,6,91.0
JKT,SC-BRK-0004,2023,11,25.0
KDI,SC-SUS-0012,2020,12,3.0
KDI,SC-TWA-0013,2020,3,51.0
SGT,SC-ELC-0006,2022,10,0.0
CRB,SC-HYD-0010,2023,5,109.0
GTO,SC-FLT-0002,2022,2,0.0
BPP,SC-BRK-0003,2023,3,101.0
BPN2,SC-FUE-0003,2024,8,6.0
SGT,SC-HYD-0012,2021,5,0.0
KDI,SC-TRN-0009,2021,11,0.0
BDG,SC-FUE-0008,2024,12,0.0
YGY,SC-SUS-0018,2020,6,16.0
SRG,SC-TRN-0017,2021,12,
SMD,SC-HYD-0004,2020,12,24.0
BDG,SC-ELC-0001,2024,1,0.0
PDG,SC-TWA-0012,2023,8,0.0
PDG,SC-BRK-0009,2023,5,
PLB,SC-ENG-0001,2022,3,0.0
DPS,SC-ELC-0002,2021,9,0.0
SBY,SC-TRN-0003,2021,7,0.0
SGT,SC-TRN-0016,2020,8,0.0
MKS,SC-FLT-0014,2023,1,1.0
MKS,SC-ELC-0004,2023,2,0.0
JAY,SC-ELC-0007,2023,9,0.0
BJM,SC-TWA-0009,2020,3,0.0
TRK,SC-FUE-0005,2020,8,7.0
JMB,SC-ENG-0005,2022,2,10.0
SMG,SC-ENG-0009,2022,4,0.0
PDG,SC-CLG-0006,2021,6,0.0
MKS,SC-ENG-0014,2021,5,0.0
PTK,SC-ENG-0002,2022,3,51.0
BJM,SC-TRN-0004,2024,10,50.0
PKU,SC-FLT-0004,2023,2,6.0
YGY,SC-SUS-0020,2024,6,96.0
BTH,SC-BRK-0004,2022,8,0.0
LPG,SC-ENG-0011,2024,8,0.0
PKU,SC-TRN-0008,2021,1,50.0
BPP,SC-ENG-0002,2022,2,47.0
MLG,SC-TRN-0010,2020,8,21.0
CRB,SC-TWA-0004,2020,12,0.0
AMQ,SC-CLG-0005,2021,9,
BPN2,SC-TRN-0010,2021,1,29.0
MND,SC-FLT-0006,2023,7,11.0
LHK,SC-FUE-0015,2024,10,37.0
SMD,SC-ENG-0004,2023,7,4.0
YGY,SC-CLG-0002,2021,3,23.0
SBY,SC-HYD-0003,2023,12,28.0
SMG,SC-FLT-0002,2020,9,0.0
MKS,SC-BRK-0010,2021,8,27.0
DPS,SC-FLT-0003,2021,1,0.0
PLU,SC-SUS-0006,2024,7,0.0
JAY,SC-BRK-0004,2023,8,25.0
DPS,SC-HYD-0003,2021,3,0.0
MND,SC-SUS-0010,2020,5,42.0
MRK,SC-CLG-0004,2024,6,109.0
MRK,SC-SUS-0020,2023,4,80.0
LHK,SC-ELC-0012,2023,5,-11.0
MND,SC-BRK-0011,2022,7,1.0
BPP,SC-ELC-0008,2022,9,6.0
JAY,SC-FUE-0007,2022,5,0.0
KPG,SC-FUE-0009,2023,11,0.0
JAY,SC-ELC-0005,2023,7,0.0
PLU,SC-ENG-0003,2024,2,0.0
YGY,SC-FLT-0002,2020,4,37.0
SOQ,SC-ENG-0006,2020,5,0.0
KDI,SC-SUS-0015,2024,2,9.0
AMQ,SC-HYD-0011,2023,10,0.0
PLB,SC-BRK-0004,2021,6,13.0
PLB,SC-TRN-0005,2021,4,0.0
MDN,SC-BRK-0010,2023,2,33.0
SBY,SC-FUE-0001,2023,7,33.0
JMB,SC-FUE-0015,2023,9,41.0
BKL,SC-SUS-0002,2022,6,7.0
JMB,SC-ELC-0011,2022,1,39.0
AMQ,SC-TRN-0011,2021,2,3.0
YGY,SC-BRK-0008,2024,8,0.0
BKL,SC-TWA-0012,2021,11,0.0
SRG,SC-FLT-0013,2021,4,5.0
MTR,SC-HYD-0009,2022,10,3.0
SBY,SC-FLT-0011,2023,1,19.0
SBY,SC-SUS-0023,2020,1,0.0
BJM,SC-ELC-0011,2022,6,33.0
AMQ,SC-FLT-0004,2024,3,
BPP,SC-BRK-0013,2024,5,45.0
BKL,SC-TRN-0005,2022,8,0.0
MRK,SC-ENG-0005,2022,9,0.0
TRK,SC-BRK-0013,2023,1,25.0
BDG,SC-TWA-0005,2022,11,0.0
PDG,SC-BRK-0004,2020,2,9.0
KPG,SC-SUS-0011,2022,12,1.0
SOQ,SC-FLT-0012,2023,5,14.0
KDI,SC-BRK-0010,2022,8,19.0
MLG,SC-TWA-0007,2020,2,14.0
SGT,SC-FLT-0012,2023,7,0.0
CRB,SC-CLG-0008,2024,9,83.0
DPS,SC-BRK-0009,2021,5,0.0
PTK,SC-SUS-0003,2022,1,0.0
MND,SC-SUS-0004,2023,7,20.0
SRG,SC-SUS-0018,2020,2,0.0
KPG,SC-CLG-0002,2022,9,28.0
MRK,SC-BRK-0007,2024,9,0.0
BJM,SC-CLG-0004,2023,3,45.0
MKS,SC-TWA-0009,2022,7,0.0
BPP,SC-HYD-0002,2022,1,4.0
BJM,SC-FUE-0001,2021,6,17.0
JMB,SC-ELC-0003,2022,3,14.0
SMG,SC-FUE-0003,2023,8,5.0
LHK,SC-SUS-0014,2022,10,0.0
PLB,SC-FUE-0002,2023,6,5.0
JMB,SC-ELC-0007,2022,6,69.0
SRG,SC-SUS-0011,2022,3,0.0
BDG,SC-SUS-0005,2021,11,0.0
MND,SC-TRN-0015,2024,4,0.0
BPP,SC-SUS-0014,2024,4,0.0
GTO,SC-FLT-0009,2022,3,44.0
PDG,SC-TWA-0003,2022,11,7.0
PLU,SC-ENG-0003,2024,3,1.0
KDI,SC-ELC-0002,2021,9,35.0
TRK,SC-CLG-0003,2023,8,
MKS,SC-TRN-0001,2023,1,8.0
KPG,SC-TRN-0007,2024,9,0.0
JAY,SC-TRN-0013,2024,3,6.0
BKL,SC-BRK-0005,2020,6,8.0
SRG,SC-TRN-0010,2023,8,46.0
BPP,SC-FLT-0003,2024,1,17.0
BKL,SC-SUS-0002,2024,12,14.0
BPN2,SC-HYD-0009,2020,9,0.0
PTK,SC-SUS-0003,2022,8,0.0
SOQ,SC-FUE-0007,2024,1,0.0
KDI,SC-ENG-0008,2023,3,7.0
YGY,SC-TRN-0010,2021,6,40.0
DPS,SC-ENG-0010,2024,11,0.0
MTR,SC-SUS-0002,2021,5,42.0
PLU,SC-SUS-0021,2020,7,31.0
PTK,SC-ENG-0006,2024,7,33.0
CRB,SC-TWA-0002,2021,7,92.0
TRK,SC-FUE-0009,2024,9,0.0
JAY,SC-FLT-0009,2024,2,9.0
PLU,SC-ENG-0008,2020,2,3.0
TRK,SC-SUS-0014,2021,6,1.0
MDN,SC-FUE-0012,2020,6,0.0
MLG,SC-FLT-0012,2024,2,
PLB,SC-TWA-0013,2023,8,0.0
LHK,SC-SUS-0017,2024,5,0.0
KPG,SC-TWA-0005,2023,12,0.0
JAY,SC-SUS-0023,2022,8,0.0
MRK,SC-FUE-0013,2024,6,0.0
JMB,SC-ENG-0006,2020,4,8.0
PKU,SC-SUS-0019,2023,11,14.0
CRB,SC-TRN-0006,2020,12,0.0
MKS,SC-TWA-0008,2021,10,13.0
KDI,SC-SUS-0007,2020,2,41.0
GTO,SC-FLT-0003,2021,5,26.0
BKL,SC-FLT-0006,2022,4,0.0
PDG,SC-ELC-0006,2024,7,0.0
TRK,SC-FUE-0011,2023,1,21.0
JMB,SC-TWA-0009,2023,3,4.0
PDG,SC-SUS-0022,2020,8,18.0
PLB,SC-SUS-0019,2020,5,3.0
KPG,SC-FLT-0003,2020,10,13.0
KPG,SC-FLT-0013,2021,2,11.0
MRK,SC-SUS-0013,2024,6,0.0
BJM,SC-FLT-0013,2024,10,0.0
SGT,SC-TRN-0011,2024,4,0.0
BPN2,SC-SUS-0015,2024,5,6.0
PLB,SC-ELC-0004,2024,5,0.0
GTO,SC-HYD-0009,2024,3,4.0
PDG,SC-FLT-0009,2020,2,2.0
LPG,SC-TRN-0011,2020,11,0.0
PDG,SC-ENG-0001,2021,12,6.0
LHK,SC-HYD-0001,2022,11,22.0
BDG,SC-HYD-0006,2024,7,8.0
KPG,SC-ENG-0012,2020,4,51.0
SMD,SC-ELC-0006,2023,4,0.0
MDN,SC-HYD-0002,2023,3,0.0
KDI,SC-ENG-0014,2021,5,0.0
YGY,SC-BRK-0007,2022,11,64.0
MND,SC-HYD-0016,2023,1,5.0
PKU,SC-TRN-0015,2022,9,0.0
PLB,SC-ENG-0002,2021,8,20.0
TRK,SC-SUS-0013,2022,3,4.0
SOQ,SC-ENG-0009,2021,12,0.0
AMQ,SC-FUE-0001,2021,4,19.0
MTR,SC-ELC-0011,2022,5,109.0
TRK,SC-FUE-0015,2024,4,88.0
BPN2,SC-TWA-0013,2024,2,0.0
YGY,SC-TWA-0005,2021,3,0.0
SRG,SC-BRK-0009,2022,5,18.0
YGY,SC-TRN-0018,2020,1,28.0
SBY,SC-BRK-0004,2023,1,8.0
KDI,SC-ELC-0002,2023,3,18.0
CRB,SC-TRN-0008,2021,8,57.0
CRB,SC-TWA-0004,2022,8,32.0
LPG,SC-ENG-0012,2021,2,23.0
BPP,SC-TRN-0007,2024,5,
JKT,SC-CLG-0005,2024,6,0.0
SGT,SC-SUS-0001,2023,9,5.0
LPG,SC-HYD-0016,2022,2,8.0
SOQ,SC-BRK-0002,2021,2,0.0
